#{"t_start": 1668550789.767045, "env_id": "nnMeta-v40"}
r,l,t
18483.0,15,107.015056
20676.0,16,107.025733
21948.0,17,107.036245
22959.0,18,107.047656
23922.0,19,107.05803
24705.0,20,107.068152
25348.0,21,107.07939
25830.0,22,107.088715
26031.0,23,107.097968
26302.0,24,107.106754
27446.0,25,107.115888
28987.0,26,107.128401
30776.0,27,107.138956
32904.0,28,107.149512
34667.0,29,107.160264
35462.0,30,107.169783
36968.0,31,107.17921
39269.0,32,107.188452
39507.0,33,107.197742
41355.0,34,107.206627
43439.0,35,107.215345
44610.0,36,107.224394
45618.0,37,107.23309
45697.0,38,107.242035
46872.0,39,107.251143
47510.0,40,107.260224
49218.0,41,107.269228
50348.0,42,107.278416
51860.0,43,107.287456
53924.0,44,107.296765
54427.0,45,107.305406
56637.0,46,107.314685
58964.0,47,107.32342
59793.0,48,107.332746
1630.0,1,107.341391
2723.0,2,107.35051
2985.0,3,107.359351
4294.0,4,107.368712
6384.0,5,107.377648
7372.0,6,107.386185
7457.0,7,107.395305
8806.0,8,107.403744
10159.0,9,107.412698
10393.0,10,107.421619
11107.0,11,107.430755
13039.0,12,107.439714
14045.0,13,107.448798
15491.0,14,107.457777
16734.0,15,107.466955
17845.0,16,107.476182
19362.0,17,107.485082
19962.0,18,107.494028
20114.0,19,107.503784
22270.0,20,107.51533
23019.0,21,107.530895
23652.0,22,107.548969
24119.0,23,107.560686
24863.0,24,107.570862
26710.0,25,107.581254
28436.0,26,107.591356
29967.0,27,107.600664
31907.0,28,107.612215
33223.0,29,107.622331
35205.0,30,107.63208
35976.0,31,107.641336
36915.0,32,107.650471
38997.0,33,107.659351
40981.0,34,107.66829
42568.0,35,107.677617
43193.0,36,107.686623
45369.0,37,107.695774
46896.0,38,107.704605
48971.0,39,107.713698
50325.0,40,107.722673
52262.0,41,107.732154
54513.0,42,107.741857
56263.0,43,107.751752
57991.0,44,107.761245
59309.0,45,107.770055
59821.0,46,107.779041
60469.0,47,107.787719
60881.0,48,107.796715
2112.0,1,107.80557
3847.0,2,107.818447
5661.0,3,107.829517
7427.0,4,107.838879
7474.0,5,107.848848
8180.0,6,107.858411
9956.0,7,107.868062
10227.0,8,107.87715
10851.0,9,107.885812
11154.0,10,107.894653
12600.0,11,107.903637
13708.0,12,107.912428
14851.0,13,107.921136
15315.0,14,107.929934
16049.0,15,107.938388
16148.0,16,107.947496
17338.0,17,107.956125
17731.0,18,107.96567
18745.0,19,107.977959
20366.0,20,107.995879
20758.0,21,108.008519
21661.0,22,108.022572
22608.0,23,108.035144
24381.0,24,108.049191
26665.0,25,108.061287
28210.0,26,108.074349
29316.0,27,108.08755
29526.0,28,108.099528
30237.0,29,108.111174
32314.0,30,108.121899
33728.0,31,108.132588
34022.0,32,108.142689
34578.0,33,108.152281
35030.0,34,108.162635
35566.0,35,108.172798
36708.0,36,108.182459
38791.0,37,108.192978
40134.0,38,108.202933
41497.0,39,108.213681
43434.0,40,108.224844
44126.0,41,108.236371
45866.0,42,108.249458
46056.0,43,108.25925
46644.0,44,108.269281
47617.0,45,108.278548
47683.0,46,108.288022
48214.0,47,108.296882
48448.0,48,108.305823
1539.0,1,108.31505
2615.0,2,108.324666
3707.0,3,108.333955
4255.0,4,108.343033
5531.0,5,108.352076
6243.0,6,108.36152
6509.0,7,108.370614
8485.0,8,108.380081
9158.0,9,108.391849
9733.0,10,108.402242
10160.0,11,108.412738
11098.0,12,108.4225
11383.0,13,108.433319
12832.0,14,108.443473
14424.0,15,108.454289
16220.0,16,108.464821
16874.0,17,108.474813
17921.0,18,108.485132
19058.0,19,108.495335
20626.0,20,108.5053
22918.0,21,108.516181
24632.0,22,108.525027
25193.0,23,108.534064
26385.0,24,108.543079
27443.0,25,108.552224
27846.0,26,108.561351
29412.0,27,108.570412
29895.0,28,108.579644
31457.0,29,108.588282
32037.0,30,108.597504
33962.0,31,108.606041
35177.0,32,108.615178
35231.0,33,108.62428
35841.0,34,108.633444
35892.0,35,108.642287
36982.0,36,108.651579
38833.0,37,108.660966
39773.0,38,108.67033
40979.0,39,108.681316
41195.0,40,108.69291
43334.0,41,108.704421
43537.0,42,108.715542
45681.0,43,108.726087
47530.0,44,108.737566
49004.0,45,108.749008
50248.0,46,108.758514
52307.0,47,108.767906
53448.0,48,108.77719
1800.0,1,108.786455
2364.0,2,108.795643
2791.0,3,108.804275
4842.0,4,108.813624
5270.0,5,108.822558
5735.0,6,108.83174
5744.0,7,108.840422
7911.0,8,108.849585
9800.0,9,108.859239
11082.0,10,108.868943
12082.0,11,108.878971
13453.0,12,108.888798
15078.0,13,108.898566
17308.0,14,108.907413
17925.0,15,108.916134
18843.0,16,108.924657
19252.0,17,108.933373
20475.0,18,108.941978
20669.0,19,108.952569
21586.0,20,108.964025
22391.0,21,108.974385
23404.0,22,108.984376
24901.0,23,108.994219
25207.0,24,109.003852
26081.0,25,109.014412
27176.0,26,109.023289
27506.0,27,109.032121
29602.0,28,109.040419
29658.0,29,109.049139
31542.0,30,109.057778
33519.0,31,109.066373
35692.0,32,109.075082
36528.0,33,109.083588
38559.0,34,109.092119
38672.0,35,109.100904
39655.0,36,109.1098
40174.0,37,109.118853
41310.0,38,109.127972
41736.0,39,109.136543
42999.0,40,109.145454
45250.0,41,109.15469
45650.0,42,109.16355
46089.0,43,109.172658
47254.0,44,109.181878
47663.0,45,109.191504
910.0,1,109.200117
2335.0,2,109.209514
4494.0,3,109.220154
5318.0,4,109.22906
7517.0,5,109.237867
7780.0,6,109.24708
8011.0,7,109.257786
8026.0,8,109.267774
8895.0,9,109.278523
10340.0,10,109.289267
12348.0,11,109.298839
12424.0,12,109.308032
13742.0,13,109.316756
14385.0,14,109.325556
15840.0,15,109.334599
17980.0,16,109.343218
18020.0,17,109.351667
19388.0,18,109.360272
20438.0,19,109.369211
22490.0,20,109.378083
24376.0,21,109.387266
25085.0,22,109.397354
27166.0,23,109.40663
28156.0,24,109.415785
29166.0,25,109.424624
30656.0,26,109.433419
31794.0,27,109.44217
32895.0,28,109.451344
33627.0,29,109.460137
33931.0,30,109.46894
35246.0,31,109.477848
35908.0,32,109.487228
38032.0,33,109.496564
40294.0,34,109.506268
41492.0,35,109.516008
42024.0,36,109.52732
42972.0,37,109.536467
44431.0,38,109.545713
45398.0,39,109.554752
47307.0,40,109.563743
48157.0,41,109.572776
48235.0,42,109.581913
49022.0,43,109.590989
49997.0,44,109.59965
51707.0,45,109.608525
53224.0,46,109.617638
54693.0,47,109.626593
55063.0,48,109.635086
481.0,1,109.643753
1894.0,2,109.652663
2828.0,3,109.661581
3832.0,4,109.670369
3920.0,5,109.679747
3952.0,6,109.690466
6271.0,7,109.70027
8313.0,8,109.711676
9820.0,9,109.722531
11782.0,10,109.733184
12768.0,11,109.745409
13466.0,12,109.756165
13506.0,13,109.766187
15677.0,14,109.777094
16271.0,15,109.787588
17912.0,16,109.797709
17966.0,17,109.807202
19252.0,18,109.81654
19469.0,19,109.8257
20059.0,20,109.834549
20878.0,21,109.843766
23175.0,22,109.853233
24180.0,23,109.863283
26483.0,24,109.871771
27470.0,25,109.880819
27705.0,26,109.889861
28918.0,27,109.898865
29043.0,28,109.907548
29381.0,29,109.916603
31243.0,30,109.925586
31967.0,31,109.934163
32731.0,32,109.942881
33579.0,33,109.951931
35397.0,34,109.961181
35477.0,35,109.970047
37576.0,36,109.978916
39874.0,37,109.987726
40407.0,38,109.99707
42441.0,39,110.005981
44200.0,40,110.015057
44244.0,41,110.023789
46223.0,42,110.03258
47028.0,43,110.041567
48903.0,44,110.05058
51080.0,45,110.059771
52921.0,46,110.068909
53434.0,47,110.078073
54027.0,48,110.086899
199.0,1,110.095728
2143.0,2,110.106039
2227.0,3,110.115016
3716.0,4,110.124146
4063.0,5,110.134329
5027.0,6,110.144581
6655.0,7,110.15465
7080.0,8,110.164018
8198.0,9,110.172458
8409.0,10,110.181468
9220.0,11,110.190212
11324.0,12,110.199252
13483.0,13,110.207921
15203.0,14,110.216914
15517.0,15,110.225544
17533.0,16,110.234374
19228.0,17,110.243137
19467.0,18,110.251886
20584.0,19,110.260799
22473.0,20,110.269576
23679.0,21,110.278826
24996.0,22,110.287638
25654.0,23,110.296931
26341.0,24,110.306079
26986.0,25,110.315098
27993.0,26,110.323774
28530.0,27,110.332765
28686.0,28,110.341833
29863.0,29,110.350769
30739.0,30,110.359348
31433.0,31,110.368082
32117.0,32,110.376975
32660.0,33,110.385723
33262.0,34,110.395314
35434.0,35,110.404106
36786.0,36,110.413458
38594.0,37,110.42244
40849.0,38,110.431411
41958.0,39,110.440277
43441.0,40,110.448978
45410.0,41,110.457916
47326.0,42,110.466903
48413.0,43,110.47556
49071.0,44,110.484523
448.0,1,110.493361
1009.0,2,110.502346
2800.0,3,110.51162
4941.0,4,110.521096
6999.0,5,110.531338
7745.0,6,110.540156
9514.0,7,110.549049
9678.0,8,110.557666
10206.0,9,110.566376
11394.0,10,110.575027
11426.0,11,110.584605
12855.0,12,110.594915
13679.0,13,110.606262
14242.0,14,110.616088
16212.0,15,110.626169
17793.0,16,110.634788
19653.0,17,110.643687
20319.0,18,110.652156
21375.0,19,110.661359
21616.0,20,110.670323
23707.0,21,110.679534
24700.0,22,110.68851
26123.0,23,110.697822
26454.0,24,110.706841
26931.0,25,110.715537
28956.0,26,110.724239
31057.0,27,110.733052
32065.0,28,110.742052
33147.0,29,110.751047
35349.0,30,110.759694
37572.0,31,110.768999
39848.0,32,110.77873
39899.0,33,110.78757
40147.0,34,110.797495
42166.0,35,110.807386
43944.0,36,110.816015
45625.0,37,110.824819
46164.0,38,110.8332
48329.0,39,110.841815
48908.0,40,110.852438
50253.0,41,110.863045
50745.0,42,110.871621
52625.0,43,110.880942
54932.0,44,110.890747
57232.0,45,110.899423
59353.0,46,110.908128
60723.0,47,110.917156
61501.0,48,110.925836
834.0,1,110.935225
2145.0,2,110.945072
4130.0,3,110.953752
5992.0,4,110.962587
6551.0,5,110.97163
8164.0,6,110.980928
8376.0,7,110.990105
9891.0,8,110.99923
11444.0,9,111.007862
12275.0,10,111.016836
12778.0,11,111.025748
12916.0,12,111.03587
15146.0,13,111.047767
15355.0,14,111.05828
15617.0,15,111.070354
17931.0,16,111.08344
19704.0,17,111.095053
20659.0,18,111.106246
22752.0,19,111.117099
23852.0,20,111.126756
26057.0,21,111.135638
27572.0,22,111.14514
290.0,1,111.154421
2612.0,2,111.165474
3462.0,3,111.177675
4226.0,4,111.189077
4237.0,5,111.200804
4657.0,6,111.213038
5406.0,7,111.22584
7188.0,8,111.241352
8980.0,9,111.255875
9758.0,10,111.269549
10452.0,11,111.282932
11420.0,12,111.299057
13587.0,13,111.317588
13783.0,14,111.333908
15357.0,15,111.348314
17189.0,16,111.361267
19195.0,17,111.375715
20154.0,18,111.387373
21303.0,19,111.398517
22088.0,20,111.40929
24417.0,21,111.420377
25650.0,22,111.434891
26267.0,23,111.447448
27091.0,24,111.460307
28616.0,25,111.471948
30681.0,26,111.485783
30718.0,27,111.500343
31222.0,28,111.512782
32002.0,29,111.524692
34286.0,30,111.536284
34576.0,31,111.54703
151.0,1,111.558734
255.0,2,111.569594
1136.0,3,111.581618
2938.0,4,111.592967
4929.0,5,111.604146
6591.0,6,111.614527
6889.0,7,111.626336
7855.0,8,111.638163
8398.0,9,111.64857
10553.0,10,111.658849
10573.0,11,111.668755
12661.0,12,111.680317
12996.0,13,111.690109
13740.0,14,111.700223
15370.0,15,111.710689
16393.0,16,111.720972
17643.0,17,111.73087
18728.0,18,111.740568
18858.0,19,111.750998
21024.0,20,111.761344
23253.0,21,111.771093
24999.0,22,111.780425
26450.0,23,111.789094
26614.0,24,111.798307
28466.0,25,111.80757
28491.0,26,111.817528
29258.0,27,111.828172
29729.0,28,111.838039
30951.0,29,111.848596
33146.0,30,111.858704
33228.0,31,111.868687
34255.0,32,111.87868
35261.0,33,111.88957
36127.0,34,111.900146
37833.0,35,111.911875
38233.0,36,111.921885
39585.0,37,111.930872
39926.0,38,111.940415
40194.0,39,111.94975
41185.0,40,111.960595
42023.0,41,111.97037
43972.0,42,111.98107
44651.0,43,111.991069
45708.0,44,112.00077
47591.0,45,112.010723
48683.0,46,112.019302
50825.0,47,112.028472
52620.0,48,112.037433
1346.0,1,112.047204
2285.0,2,112.056177
2467.0,3,112.064931
3524.0,4,112.073271
5543.0,5,112.082146
7026.0,6,112.093187
7695.0,7,112.102672
7719.0,8,112.112004
7805.0,9,112.121061
8150.0,10,112.130926
10093.0,11,112.140119
11920.0,12,112.150089
13448.0,13,112.159082
14444.0,14,112.168323
15292.0,15,112.178291
16063.0,16,112.187533
16660.0,17,112.198912
18393.0,18,112.209426
20194.0,19,112.220875
20636.0,20,112.232866
21479.0,21,112.243949
23120.0,22,112.254832
24672.0,23,112.265741
26842.0,24,112.275214
26842.0,25,112.284701
28858.0,26,112.294464
29671.0,27,112.303091
30192.0,28,112.312843
30507.0,29,112.321932
31693.0,30,112.330996
33335.0,31,112.339687
33626.0,32,112.34935
35631.0,33,112.359103
37253.0,34,112.368066
39016.0,35,112.377844
40181.0,36,112.387173
40765.0,37,112.396915
43078.0,38,112.405822
44913.0,39,112.415667
45328.0,40,112.424874
47020.0,41,112.433893
49203.0,42,112.442639
51103.0,43,112.452058
52499.0,44,112.461994
54054.0,45,112.470675
54377.0,46,112.480851
55874.0,47,112.489701
56348.0,48,112.498791
1115.0,1,112.507327
2605.0,2,112.516602
4717.0,3,112.525812
4850.0,4,112.534533
5520.0,5,112.543263
6891.0,6,112.553338
7240.0,7,112.563503
9419.0,8,112.573714
10735.0,9,112.585185
12895.0,10,112.596692
13834.0,11,112.60855
14719.0,12,112.61927
16584.0,13,112.630744
17141.0,14,112.640805
17164.0,15,112.65199
18723.0,16,112.661926
19979.0,17,112.671171
21706.0,18,112.680702
22887.0,19,112.689905
25182.0,20,112.701099
27312.0,21,112.712979
28947.0,22,112.723541
29128.0,23,112.734187
30892.0,24,112.743798
30961.0,25,112.752879
33248.0,26,112.762405
35479.0,27,112.7712
37579.0,28,112.781069
39832.0,29,112.790192
40705.0,30,112.799501
41731.0,31,112.810029
43536.0,32,112.820929
45343.0,33,112.831954
46494.0,34,112.840789
47483.0,35,112.850269
48551.0,36,112.860274
48950.0,37,112.869206
50046.0,38,112.879362
52030.0,39,112.888451
53414.0,40,112.898088
55390.0,41,112.908152
56629.0,42,112.919235
57008.0,43,112.92944
58501.0,44,112.938207
59586.0,45,112.947537
60173.0,46,112.9564
62067.0,47,112.965536
62107.0,48,112.974524
976.0,1,112.983864
3267.0,2,112.993148
4361.0,3,113.002741
6488.0,4,113.012665
8638.0,5,113.022975
9706.0,6,113.033225
11331.0,7,113.043695
13427.0,8,113.05281
13535.0,9,113.061964
15324.0,10,113.070557
16510.0,11,113.080073
17980.0,12,113.088683
18910.0,13,113.097992
20965.0,14,113.106747
21297.0,15,113.115988
21372.0,16,113.124999
23412.0,17,113.13416
25479.0,18,113.145383
25767.0,19,113.154981
27912.0,20,113.165063
29009.0,21,113.174249
29866.0,22,113.183557
30458.0,23,113.192703
32322.0,24,113.202011
32616.0,25,113.211663
34129.0,26,113.220511
34527.0,27,113.229947
35261.0,28,113.238375
36556.0,29,113.247934
37416.0,30,113.257131
38691.0,31,113.266268
39177.0,32,113.275783
41178.0,33,113.284901
42747.0,34,113.294456
44659.0,35,113.303681
46464.0,36,113.313475
48400.0,37,113.322697
48894.0,38,113.331776
50176.0,39,113.340944
50949.0,40,113.350068
52848.0,41,113.359065
54076.0,42,113.368685
54629.0,43,113.378765
56298.0,44,113.387971
56548.0,45,113.397499
57370.0,46,113.406294
58373.0,47,113.415431
58633.0,48,113.424266
1063.0,1,113.43322
2871.0,2,113.442482
4722.0,3,113.451493
5857.0,4,113.473489
6562.0,5,113.482346
7546.0,6,113.490975
9623.0,7,113.506332
10103.0,8,113.515445
10258.0,9,113.524858
12048.0,10,113.535132
12154.0,11,113.546114
13066.0,12,113.556001
14306.0,13,113.565569
15832.0,14,113.575737
16420.0,15,113.585262
18145.0,16,113.594046
20208.0,17,113.602638
20763.0,18,113.612344
21747.0,19,113.621417
6.0,1,113.630498
2141.0,2,113.639557
2936.0,3,113.650024
3910.0,4,113.659208
4514.0,5,113.668346
5592.0,6,113.677872
6158.0,7,113.686573
8204.0,8,113.695915
8634.0,9,113.704502
9935.0,10,113.713454
10970.0,11,113.722258
12735.0,12,113.731095
14160.0,13,113.739527
15900.0,14,113.748081
16424.0,15,113.756622
17573.0,16,113.765702
19560.0,17,113.775198
20195.0,18,113.785495
22035.0,19,113.794606
22752.0,20,113.80325
23958.0,21,113.812907
24733.0,22,113.821975
25761.0,23,113.830928
27348.0,24,113.840005
27365.0,25,113.848864
27395.0,26,113.857869
29033.0,27,113.866732
29468.0,28,113.875397
31473.0,29,113.884686
32195.0,30,113.893877
32384.0,31,113.902355
33587.0,32,113.911494
33602.0,33,113.920428
33966.0,34,113.92982
34993.0,35,113.938694
35024.0,36,113.947793
35511.0,37,113.956595
36469.0,38,113.965544
36744.0,39,113.974069
37322.0,40,113.982872
38655.0,41,113.991749
40467.0,42,114.000955
41832.0,43,114.013751
42705.0,44,114.022859
44387.0,45,114.032664
45638.0,46,114.043671
46952.0,47,114.05431
48526.0,48,114.064635
1896.0,1,114.074658
2645.0,2,114.084876
4567.0,3,114.09516
6079.0,4,114.105043
7640.0,5,114.11699
9296.0,6,114.130224
9591.0,7,114.14093
9879.0,8,114.150862
10589.0,9,114.166139
11339.0,10,114.17698
12658.0,11,114.187176
12898.0,12,114.198346
12932.0,13,114.209422
14350.0,14,114.220712
16225.0,15,114.229986
16470.0,16,114.239054
18372.0,17,114.248121
18673.0,18,114.257356
19458.0,19,114.26684
20017.0,20,114.280588
20339.0,21,114.294203
20402.0,22,114.305666
21198.0,23,114.317853
21252.0,24,114.329526
21423.0,25,114.340235
22130.0,26,114.351426
23422.0,27,114.362806
24047.0,28,114.374141
25406.0,29,114.385964
25680.0,30,114.397076
25860.0,31,114.407912
27171.0,32,114.41886
28146.0,33,114.430135
28158.0,34,114.44108
29686.0,35,114.454306
31820.0,36,114.4699
32277.0,37,114.483133
33277.0,38,114.494836
34196.0,39,114.507056
35183.0,40,114.520073
36716.0,41,114.532332
38544.0,42,114.545348
40489.0,43,114.56097
41475.0,44,114.573756
43757.0,45,114.585625
45435.0,46,114.597031
45872.0,47,114.607707
47117.0,48,114.618677
2019.0,1,114.630541
2920.0,2,114.642251
3689.0,3,114.652915
5222.0,4,114.664974
7083.0,5,114.677395
9299.0,6,114.690544
11580.0,7,114.702295
11983.0,8,114.716269
13106.0,9,114.727288
13686.0,10,114.738056
15152.0,11,114.750128
15868.0,12,114.764307
17505.0,13,114.777058
18678.0,14,114.789555
20832.0,15,114.801895
22193.0,16,114.815161
23150.0,17,114.828335
24537.0,18,114.841373
26823.0,19,114.853773
27306.0,20,114.865864
28848.0,21,114.878874
28867.0,22,114.890958
29772.0,23,114.905197
30097.0,24,114.916938
31513.0,25,114.929313
33043.0,26,114.941199
34685.0,27,114.952718
35679.0,28,114.9632
37639.0,29,114.97419
38924.0,30,114.986895
39722.0,31,115.000196
40357.0,32,115.014252
41091.0,33,115.02828
41572.0,34,115.044697
41871.0,35,115.060622
42613.0,36,115.076767
44483.0,37,115.090185
45237.0,38,115.10532
46982.0,39,115.121185
47492.0,40,115.137802
49721.0,41,115.1546
50760.0,42,115.170902
53052.0,43,115.185279
55156.0,44,115.199236
55361.0,45,115.213158
56284.0,46,115.226532
56902.0,47,115.237396
58963.0,48,115.249044
2300.0,1,115.260636
4038.0,2,115.271745
4762.0,3,115.282984
7073.0,4,115.295908
8030.0,5,115.310039
8428.0,6,115.324476
9264.0,7,115.33688
9580.0,8,115.351838
9748.0,9,115.365828
10020.0,10,115.380576
10539.0,11,115.394494
10705.0,12,115.407948
11451.0,13,115.422215
11650.0,14,115.436564
11914.0,15,115.45001
12120.0,16,115.461353
12198.0,17,115.471773
13935.0,18,115.482328
14153.0,19,115.493727
15714.0,20,115.504284
17247.0,21,115.51572
17274.0,22,115.52771
18633.0,23,115.54028
20351.0,24,115.5537
21107.0,25,115.567882
22009.0,26,115.583348
22651.0,27,115.596965
22813.0,28,115.61066
23804.0,29,115.620508
24728.0,30,115.631231
26245.0,31,115.641975
26927.0,32,115.653177
27389.0,33,115.663787
29324.0,34,115.674191
29452.0,35,115.684825
30214.0,36,115.695358
30769.0,37,115.706118
32342.0,38,115.716843
33663.0,39,115.729204
34696.0,40,115.739086
35547.0,41,115.749791
37337.0,42,115.760688
39647.0,43,115.771225
40761.0,44,115.783045
41124.0,45,115.795733
42487.0,46,115.806783
44809.0,47,115.821274
47002.0,48,115.834739
1423.0,1,115.850929
3471.0,2,115.865527
5470.0,3,115.884294
6706.0,4,115.900785
6728.0,5,115.915917
7748.0,6,115.933339
8232.0,7,115.952776
9095.0,8,115.966433
10500.0,9,115.980729
10956.0,10,115.997149
11985.0,11,116.02086
12550.0,12,116.031296
12674.0,13,116.048707
14096.0,14,116.062517
15230.0,15,116.074398
17109.0,16,116.089847
18965.0,17,116.101666
20821.0,18,116.115195
2236.0,1,116.126656
2488.0,2,116.136675
4335.0,3,116.147622
5632.0,4,116.158033
6278.0,5,116.16791
7837.0,6,116.178158
9896.0,7,116.18852
11049.0,8,116.19812
13145.0,9,116.207591
14678.0,10,116.220317
16154.0,11,116.249465
18299.0,12,116.292841
19767.0,13,116.326266
20785.0,14,116.350037
21646.0,15,116.366874
23876.0,16,116.407621
24403.0,17,116.431535
26094.0,18,116.45079
27223.0,19,116.501478
28438.0,20,116.530261
28681.0,21,116.588662
29476.0,22,116.617459
30507.0,23,116.63919
31931.0,24,116.668356
33704.0,25,116.68586
35465.0,26,116.704934
35775.0,27,116.723029
35910.0,28,116.741591
36687.0,29,116.757535
38790.0,30,116.773839
39750.0,31,116.793725
40772.0,32,116.815337
41959.0,33,116.842024
42313.0,34,116.868927
43831.0,35,116.897507
45321.0,36,116.921503
45746.0,37,116.948401
46900.0,38,116.97861
48119.0,39,116.997919
48310.0,40,117.025612
50268.0,41,117.052009
51529.0,42,117.078542
51655.0,43,117.102591
52456.0,44,117.120966
54628.0,45,117.137272
55564.0,46,117.154553
55975.0,47,117.182446
57340.0,48,117.210238
1176.0,1,117.24131
3243.0,2,117.266081
3288.0,3,117.287808
3835.0,4,117.307781
4939.0,5,117.334391
6972.0,6,117.353222
7007.0,7,117.369007
8565.0,8,117.381015
9896.0,9,117.396529
10034.0,10,117.421941
11154.0,11,117.443589
11987.0,12,117.46185
13072.0,13,117.481202
15037.0,14,117.500512
15730.0,15,117.522671
16995.0,16,117.539917
17069.0,17,117.562302
18228.0,18,117.582354
18849.0,19,117.602621
20221.0,20,117.624003
20792.0,21,117.641779
20916.0,22,117.661931
23101.0,23,117.679199
23320.0,24,117.690113
23382.0,25,117.700507
25512.0,26,117.712065
26642.0,27,117.7228
28280.0,28,117.733494
28642.0,29,117.747122
30592.0,30,117.757615
32724.0,31,117.767848
34380.0,32,117.777368
34710.0,33,117.786408
36878.0,34,117.795777
37492.0,35,117.804708
38957.0,36,117.81399
41159.0,37,117.823012
42087.0,38,117.83612
43350.0,39,117.84847
43388.0,40,117.86142
44342.0,41,117.872765
45437.0,42,117.885627
46980.0,43,117.896807
47022.0,44,117.906011
48888.0,45,117.917112
49317.0,46,117.929264
49523.0,47,117.943986
49633.0,48,117.958729
341.0,1,117.970189
2338.0,2,117.982051
3755.0,3,117.993302
5320.0,4,118.003437
7070.0,5,118.01385
9141.0,6,118.024127
10215.0,7,118.03389
12021.0,8,118.044571
14313.0,9,118.054629
16299.0,10,118.064721
17975.0,11,118.074326
19900.0,12,118.084395
20161.0,13,118.097066
20360.0,14,118.111379
22490.0,15,118.123448
22594.0,16,118.135649
24077.0,17,118.14774
24950.0,18,118.16048
26036.0,19,118.171342
27363.0,20,118.184887
29575.0,21,118.19817
31616.0,22,118.208681
32943.0,23,118.221704
1476.0,1,118.232546
2570.0,2,118.242968
2631.0,3,118.253596
2913.0,4,118.263803
3523.0,5,118.274092
4508.0,6,118.283768
6336.0,7,118.293181
6454.0,8,118.302157
8512.0,9,118.312306
8524.0,10,118.321397
10153.0,11,118.331112
10552.0,12,118.341775
11137.0,13,118.352447
12243.0,14,118.363073
13048.0,15,118.372068
13512.0,16,118.381246
14011.0,17,118.390328
14727.0,18,118.399429
15510.0,19,118.408819
15841.0,20,118.418051
16082.0,21,118.427778
17564.0,22,118.441637
18768.0,23,118.453452
20231.0,24,118.465498
21249.0,25,118.476688
21816.0,26,118.488399
24063.0,27,118.500118
25482.0,28,118.511508
27445.0,29,118.524094
29519.0,30,118.536024
30957.0,31,118.546736
32004.0,32,118.556332
33984.0,33,118.56773
35372.0,34,118.579044
35579.0,35,118.592156
37038.0,36,118.603261
37336.0,37,118.616332
38496.0,38,118.629175
40199.0,39,118.639611
40416.0,40,118.65331
42294.0,41,118.665762
42714.0,42,118.677067
42900.0,43,118.68911
44441.0,44,118.701249
45967.0,45,118.713767
48100.0,46,118.728079
50310.0,47,118.738342
52526.0,48,118.748719
1772.0,1,118.758633
2866.0,2,118.768679
4795.0,3,118.778949
5558.0,4,118.788263
7572.0,5,118.801964
8347.0,6,118.816938
10360.0,7,118.829915
11236.0,8,118.840065
13000.0,9,118.853833
15173.0,10,118.86439
16735.0,11,118.874544
16858.0,12,118.884362
19162.0,13,118.895098
20206.0,14,118.905768
21029.0,15,118.916308
21966.0,16,118.927717
23476.0,17,118.938982
24794.0,18,118.949725
25273.0,19,118.960344
25446.0,20,118.970046
25622.0,21,118.97971
27536.0,22,118.992592
28762.0,23,119.004275
30899.0,24,119.018874
31397.0,25,119.030819
33535.0,26,119.040733
33538.0,27,119.052338
35668.0,28,119.063667
35712.0,29,119.074111
36593.0,30,119.084333
37272.0,31,119.09491
39002.0,32,119.105364
39015.0,33,119.116748
40765.0,34,119.130009
43067.0,35,119.140333
43947.0,36,119.151948
45975.0,37,119.163777
46036.0,38,119.174399
46177.0,39,119.188632
48428.0,40,119.200142
48655.0,41,119.212052
50442.0,42,119.222084
51779.0,43,119.231837
52776.0,44,119.24255
54394.0,45,119.252575
54942.0,46,119.26279
55682.0,47,119.272566
57173.0,48,119.282162
725.0,1,119.291988
2049.0,2,119.302374
3093.0,3,119.312784
3154.0,4,119.322309
5169.0,5,119.331743
7426.0,6,119.341183
8302.0,7,119.35091
9669.0,8,119.360894
11874.0,9,119.37041
12778.0,10,119.380127
14021.0,11,119.389607
15115.0,12,119.399355
17293.0,13,119.40865
17792.0,14,119.418876
19342.0,15,119.428658
19688.0,16,119.437909
21376.0,17,119.44792
22140.0,18,119.45861
23968.0,19,119.468651
24409.0,20,119.480948
25578.0,21,119.49376
25610.0,22,119.504663
27491.0,23,119.518093
28349.0,24,119.530296
29434.0,25,119.543323
31702.0,26,119.556342
33171.0,27,119.569331
33293.0,28,119.584224
35022.0,29,119.599608
35274.0,30,119.613082
36552.0,31,119.6237
37850.0,32,119.633767
38237.0,33,119.644509
39556.0,34,119.654848
39630.0,35,119.664813
39940.0,36,119.674304
41738.0,37,119.686809
42007.0,38,119.699494
42244.0,39,119.712924
42776.0,40,119.723752
44346.0,41,119.734311
45996.0,42,119.745595
47741.0,43,119.754964
48889.0,44,119.763861
49503.0,45,119.772945
51099.0,46,119.782116
51182.0,47,119.791129
53369.0,48,119.799716
214.0,1,119.808524
932.0,2,119.818136
1504.0,3,119.827505
1957.0,4,119.836292
2821.0,5,119.845356
4993.0,6,119.854099
6244.0,7,119.863305
8136.0,8,119.872124
10389.0,9,119.881179
11561.0,10,119.890453
12841.0,11,119.900099
14877.0,12,119.90946
16006.0,13,119.919405
18319.0,14,119.929374
20232.0,15,119.938709
21397.0,16,119.948608
