#{"t_start": 1668550789.767045, "env_id": "nnMeta-v40"}
r,l,t
51338.0,41,43.415024
53568.0,42,43.42386
54569.0,43,43.432497
56045.0,44,43.441934
56232.0,45,43.450929
56267.0,46,43.459493
58216.0,47,43.468661
60117.0,48,43.477237
1628.0,1,43.486257
2237.0,2,43.495172
3151.0,3,43.503964
3583.0,4,43.512727
5190.0,5,43.523005
6220.0,6,43.531883
7088.0,7,43.540643
8108.0,8,43.549514
9345.0,9,43.558349
11306.0,10,43.567487
13072.0,11,43.576345
13965.0,12,43.585095
15925.0,13,43.593741
17606.0,14,43.602413
18885.0,15,43.610858
20801.0,16,43.619884
21783.0,17,43.628566
22090.0,18,43.637337
23727.0,19,43.645909
25282.0,20,43.654782
26353.0,21,43.663822
27299.0,22,43.672457
28155.0,23,43.681593
30414.0,24,43.693052
31643.0,25,43.704131
33365.0,26,43.713572
33539.0,27,43.723601
33640.0,28,43.732594
34176.0,29,43.741492
36420.0,30,43.750154
36489.0,31,43.759191
38430.0,32,43.768253
40334.0,33,43.776764
41264.0,34,43.785601
41855.0,35,43.794223
42128.0,36,43.802952
43859.0,37,43.811314
45687.0,38,43.820304
47823.0,39,43.828579
49838.0,40,43.837284
51907.0,41,43.845793
52420.0,42,43.854811
53256.0,43,43.863636
55087.0,44,43.872203
56532.0,45,43.880734
58025.0,46,43.889598
58988.0,47,43.898016
61135.0,48,43.906847
599.0,1,43.915373
1208.0,2,43.924065
2914.0,3,43.932573
3900.0,4,43.941327
5789.0,5,43.950397
7221.0,6,43.958796
9351.0,7,43.968056
10937.0,8,43.976865
13199.0,9,43.985715
15316.0,10,43.994477
15829.0,11,44.003471
17293.0,12,44.012472
18330.0,13,44.021473
19144.0,14,44.030327
20586.0,15,44.038819
21099.0,16,44.04724
1475.0,1,44.056393
1804.0,2,44.065077
2001.0,3,44.073845
3116.0,4,44.082627
4799.0,5,44.09156
5211.0,6,44.100508
6014.0,7,44.109282
6893.0,8,44.11819
8700.0,9,44.126748
9030.0,10,44.135369
9816.0,11,44.143732
10308.0,12,44.152419
10701.0,13,44.161025
10719.0,14,44.169912
11145.0,15,44.178117
11276.0,16,44.187024
12456.0,17,44.195575
13256.0,18,44.204329
15251.0,19,44.212987
16972.0,20,44.221898
18413.0,21,44.230848
19078.0,22,44.240755
20536.0,23,44.251071
22739.0,24,44.260917
24302.0,25,44.271025
24361.0,26,44.280731
25865.0,27,44.290908
27839.0,28,44.300765
28220.0,29,44.31012
30303.0,30,44.320005
31520.0,31,44.328553
31736.0,32,44.337503
32842.0,33,44.345999
34048.0,34,44.355043
35559.0,35,44.363642
37206.0,36,44.37239
37893.0,37,44.380916
39907.0,38,44.389693
41893.0,39,44.398325
41989.0,40,44.40713
42353.0,41,44.415693
42785.0,42,44.4256
43016.0,43,44.435343
44410.0,44,44.443991
45614.0,45,44.452718
46347.0,46,44.46153
47940.0,47,44.470311
49837.0,48,44.478969
1368.0,1,44.48776
1948.0,2,44.496636
3044.0,3,44.50758
3424.0,4,44.519815
5745.0,5,44.53079
7442.0,6,44.540763
8499.0,7,44.550687
10752.0,8,44.55954
12590.0,9,44.568672
14104.0,10,44.577192
16382.0,11,44.586058
16930.0,12,44.594639
18283.0,13,44.603451
19514.0,14,44.611885
20252.0,15,44.620887
21650.0,16,44.629546
22827.0,17,44.638073
23529.0,18,44.646623
24245.0,19,44.655358
25062.0,20,44.665383
27161.0,21,44.67416
27439.0,22,44.682856
28589.0,23,44.692699
29212.0,24,44.701806
30999.0,25,44.710366
31685.0,26,44.719256
33242.0,27,44.727926
33539.0,28,44.736926
34099.0,29,44.74553
34445.0,30,44.754507
34552.0,31,44.763168
36803.0,32,44.772031
38765.0,33,44.780526
40103.0,34,44.789416
40923.0,35,44.798259
42270.0,36,44.807278
42291.0,37,44.816082
43435.0,38,44.830552
44567.0,39,44.839155
44579.0,40,44.847672
46510.0,41,44.856295
48556.0,42,44.865108
49765.0,43,44.873832
50321.0,44,44.882233
51346.0,45,44.890753
52906.0,46,44.899429
53773.0,47,44.908449
55769.0,48,44.91786
1426.0,1,44.927592
1814.0,2,44.937729
3807.0,3,44.947368
3851.0,4,44.956685
6157.0,5,44.965324
6880.0,6,44.973969
8627.0,7,44.982635
10691.0,8,44.99222
12229.0,9,45.001083
12733.0,10,45.009529
13280.0,11,45.018482
13377.0,12,45.027128
13540.0,13,45.03595
13633.0,14,45.044526
15564.0,15,45.053862
15991.0,16,45.063532
18258.0,17,45.073225
18776.0,18,45.08272
20419.0,19,45.093169
20997.0,20,45.103786
22258.0,21,45.113565
22861.0,22,45.123133
24994.0,23,45.131605
27099.0,24,45.140178
29122.0,25,45.148729
30995.0,26,45.157744
31002.0,27,45.170003
31328.0,28,45.185022
31590.0,29,45.196552
32050.0,30,45.207377
33183.0,31,45.219166
33278.0,32,45.23001
35108.0,33,45.240517
37242.0,34,45.252548
39508.0,35,45.263264
39935.0,36,45.273345
2323.0,1,45.283962
3450.0,2,45.293138
4808.0,3,45.302345
6924.0,4,45.311086
7414.0,5,45.320724
8946.0,6,45.33014
9501.0,7,45.339338
11775.0,8,45.352321
13376.0,9,45.362862
14779.0,10,45.373364
15225.0,11,45.384222
16286.0,12,45.393406
18592.0,13,45.402194
19203.0,14,45.410815
19824.0,15,45.419755
20391.0,16,45.428483
21313.0,17,45.437031
23593.0,18,45.445567
24508.0,19,45.454596
24538.0,20,45.463363
25680.0,21,45.472046
27165.0,22,45.480804
27534.0,23,45.489675
27743.0,24,45.498189
29035.0,25,45.507051
30009.0,26,45.515618
30448.0,27,45.52437
32176.0,28,45.532826
32446.0,29,45.541792
33582.0,30,45.550645
33668.0,31,45.559206
34760.0,32,45.568536
36323.0,33,45.576959
36751.0,34,45.585796
37663.0,35,45.594467
37671.0,36,45.60338
38187.0,37,45.611966
38272.0,38,45.620843
38472.0,39,45.629409
39900.0,40,45.638226
41096.0,41,45.646907
41788.0,42,45.655848
44020.0,43,45.664395
45955.0,44,45.673003
46142.0,45,45.681701
46742.0,46,45.690844
47707.0,47,45.699449
48892.0,48,45.708295
1365.0,1,45.717203
2689.0,2,45.725776
4245.0,3,45.734801
5258.0,4,45.743624
6129.0,5,45.752884
7197.0,6,45.761833
9313.0,7,45.770745
9925.0,8,45.780069
11843.0,9,45.790336
13292.0,10,45.800797
14549.0,11,45.810606
15127.0,12,45.820952
16378.0,13,45.830192
17922.0,14,45.839136
18646.0,15,45.847625
19873.0,16,45.856308
21630.0,17,45.865611
21913.0,18,45.875333
22766.0,19,45.884761
24784.0,20,45.893532
26483.0,21,45.902493
28712.0,22,45.910966
29908.0,23,45.920004
31910.0,24,45.92853
32946.0,25,45.937483
33152.0,26,45.946128
33734.0,27,45.954785
35428.0,28,45.963315
36677.0,29,45.971846
38374.0,30,45.980364
38426.0,31,45.989264
38673.0,32,45.998493
39716.0,33,46.008518
41281.0,34,46.017661
41949.0,35,46.026576
43577.0,36,46.035633
44134.0,37,46.044079
45343.0,38,46.053094
45472.0,39,46.061806
47746.0,40,46.070564
49753.0,41,46.078995
50549.0,42,46.087969
52024.0,43,46.097054
52746.0,44,46.107278
54608.0,45,46.117692
55286.0,46,46.127499
57007.0,47,46.137633
58072.0,48,46.147626
87.0,1,46.15798
1482.0,2,46.169248
2060.0,3,46.179249
2513.0,4,46.189814
4665.0,5,46.201355
6311.0,6,46.211439
7560.0,7,46.223356
9097.0,8,46.233363
11418.0,9,46.243624
13637.0,10,46.252894
14887.0,11,46.261645
16843.0,12,46.271953
17916.0,13,46.282149
18520.0,14,46.294189
19403.0,15,46.303324
21230.0,16,46.312234
21608.0,17,46.321395
23595.0,18,46.330019
25695.0,19,46.339237
25794.0,20,46.347803
27356.0,21,46.356686
28363.0,22,46.365805
29812.0,23,46.374487
29916.0,24,46.38421
30628.0,25,46.393186
30861.0,26,46.402031
33130.0,27,46.411041
35241.0,28,46.420345
37187.0,29,46.42889
38960.0,30,46.438178
39549.0,31,46.446841
39809.0,32,46.455851
41707.0,33,46.464467
42095.0,34,46.473336
44005.0,35,46.481983
44948.0,36,46.491786
46378.0,37,46.502095
47037.0,38,46.512438
47467.0,39,46.523235
48555.0,40,46.534896
50577.0,41,46.544721
52451.0,42,46.556257
53717.0,43,46.567122
55091.0,44,46.576897
55093.0,45,46.586615
57197.0,46,46.595466
59082.0,47,46.604057
59901.0,48,46.612561
100.0,1,46.621885
1860.0,2,46.630603
2577.0,3,46.640529
4370.0,4,46.650619
5882.0,5,46.660541
6590.0,6,46.670174
7904.0,7,46.678928
9883.0,8,46.688063
9945.0,9,46.696801
11407.0,10,46.70568
12636.0,11,46.714412
14128.0,12,46.72423
15184.0,13,46.735344
15282.0,14,46.74484
15987.0,15,46.755854
17325.0,16,46.767875
18563.0,17,46.777298
20143.0,18,46.787913
21230.0,19,46.798409
21344.0,20,46.809219
22704.0,21,46.818551
23054.0,22,46.827164
24107.0,23,46.836357
26236.0,24,46.845013
27365.0,25,46.854348
28427.0,26,46.863397
28654.0,27,46.872046
29950.0,28,46.881034
31698.0,29,46.889922
33118.0,30,46.898541
34153.0,31,46.907658
34401.0,32,46.91706
35458.0,33,46.926956
36979.0,34,46.93709
37446.0,35,46.946881
38547.0,36,46.95828
40197.0,37,46.96878
40705.0,38,46.978306
42346.0,39,46.987383
42467.0,40,46.99643
43396.0,41,47.005304
43973.0,42,47.014046
44140.0,43,47.023245
44360.0,44,47.032045
44826.0,45,47.041036
45600.0,46,47.051959
46228.0,47,47.062414
48154.0,48,47.0715
1235.0,1,47.080123
1864.0,2,47.088965
3650.0,3,47.097842
4565.0,4,47.106828
5810.0,5,47.116173
7305.0,6,47.126497
9272.0,7,47.136706
10455.0,8,47.146902
11999.0,9,47.158145
13297.0,10,47.169293
15205.0,11,47.180504
15985.0,12,47.194532
17785.0,13,47.205287
18502.0,14,47.214798
20720.0,15,47.22407
21496.0,16,47.232916
21701.0,17,47.241717
22051.0,18,47.250511
22324.0,19,47.259
22921.0,20,47.268247
23819.0,21,47.2769
23956.0,22,47.285624
24018.0,23,47.294225
25343.0,24,47.304728
26786.0,25,47.315149
28024.0,26,47.324991
28068.0,27,47.335191
29873.0,28,47.345688
31860.0,29,47.3559
33303.0,30,47.365692
719.0,1,47.375856
1326.0,2,47.386686
2607.0,3,47.396668
4750.0,4,47.406647
6267.0,5,47.416302
7238.0,6,47.425067
8839.0,7,47.434064
9291.0,8,47.442742
9667.0,9,47.451485
11700.0,10,47.459988
12515.0,11,47.468862
13565.0,12,47.477463
14730.0,13,47.48646
16643.0,14,47.495034
17188.0,15,47.503901
17262.0,16,47.512488
18245.0,17,47.521169
19513.0,18,47.529776
20854.0,19,47.538635
20915.0,20,47.547817
23096.0,21,47.55675
23461.0,22,47.565433
23938.0,23,47.574442
25115.0,24,47.583212
26180.0,25,47.591734
27181.0,26,47.600688
28206.0,27,47.609097
28408.0,28,47.61811
28511.0,29,47.626693
30003.0,30,47.635712
31189.0,31,47.644022
32900.0,32,47.653136
33248.0,33,47.661961
34257.0,34,47.670513
35836.0,35,47.679096
38028.0,36,47.687856
38719.0,37,47.696766
39091.0,38,47.705874
41002.0,39,47.714911
41767.0,40,47.725488
42672.0,41,47.735885
44639.0,42,47.745309
44830.0,43,47.756029
45768.0,44,47.766152
48076.0,45,47.776188
48334.0,46,47.785587
49583.0,47,47.794173
51146.0,48,47.803245
725.0,1,47.811984
2928.0,2,47.824255
4100.0,3,47.834569
4344.0,4,47.844643
5716.0,5,47.855024
7789.0,6,47.86403
9381.0,7,47.872919
11195.0,8,47.881469
13106.0,9,47.890394
15159.0,10,47.899012
15162.0,11,47.908189
16804.0,12,47.917491
17832.0,13,47.926265
19629.0,14,47.935293
20660.0,15,47.944815
22038.0,16,47.95594
22937.0,17,47.965917
22993.0,18,47.975832
24096.0,19,47.986647
25247.0,20,47.996943
26432.0,21,48.005567
27718.0,22,48.014281
28247.0,23,48.023552
28908.0,24,48.032758
30356.0,25,48.041803
30488.0,26,48.051572
32129.0,27,48.060716
33447.0,28,48.070055
33916.0,29,48.079271
36203.0,30,48.089496
37000.0,31,48.098339
37880.0,32,48.107144
38408.0,33,48.116198
40278.0,34,48.125397
41945.0,35,48.134283
43198.0,36,48.142876
43583.0,37,48.153312
44189.0,38,48.163111
44391.0,39,48.172397
46140.0,40,48.180852
46164.0,41,48.189971
48449.0,42,48.199713
49804.0,43,48.208782
50870.0,44,48.220042
51685.0,45,48.230901
52015.0,46,48.242343
53293.0,47,48.253389
53912.0,48,48.263588
191.0,1,48.272606
1850.0,2,48.281222
2995.0,3,48.290504
3304.0,4,48.299769
4157.0,5,48.308333
5103.0,6,48.317229
5829.0,7,48.326026
6921.0,8,48.335074
7990.0,9,48.34378
8206.0,10,48.354296
8610.0,11,48.36434
10109.0,12,48.373873
11647.0,13,48.383094
12605.0,14,48.391858
14134.0,15,48.401069
14150.0,16,48.40964
15191.0,17,48.420046
16903.0,18,48.428641
17934.0,19,48.437399
19091.0,20,48.445871
20383.0,21,48.454704
20421.0,22,48.463378
21143.0,23,48.472132
21601.0,24,48.480845
22004.0,25,48.489814
22491.0,26,48.498526
24659.0,27,48.507245
25418.0,28,48.516143
26221.0,29,48.525133
26509.0,30,48.534504
26556.0,31,48.54324
28685.0,32,48.552361
29522.0,33,48.561255
31477.0,34,48.570852
33005.0,35,48.579563
33116.0,36,48.588562
34666.0,37,48.597175
35285.0,38,48.605958
37454.0,39,48.614591
38524.0,40,48.6235
39090.0,41,48.632071
39527.0,42,48.640877
40912.0,43,48.650001
42776.0,44,48.658646
43124.0,45,48.667568
43691.0,46,48.676196
45603.0,47,48.685842
46950.0,48,48.694894
433.0,1,48.704775
622.0,2,48.714432
985.0,3,48.724875
2037.0,4,48.735417
2899.0,5,48.745618
4499.0,6,48.755725
5865.0,7,48.765292
7292.0,8,48.774871
9177.0,9,48.783765
9552.0,10,48.792326
9571.0,11,48.801253
10020.0,12,48.809898
12256.0,13,48.818747
12360.0,14,48.827368
13105.0,15,48.83703
14021.0,16,48.846918
14260.0,17,48.857042
16298.0,18,48.865951
18113.0,19,48.874745
18968.0,20,48.883619
20064.0,21,48.892038
21995.0,22,48.900999
23185.0,23,48.90958
24312.0,24,48.918407
24805.0,25,48.926988
27133.0,26,48.936919
28871.0,27,48.945766
29773.0,28,48.954544
31979.0,29,48.963284
32655.0,30,48.971978
33222.0,31,48.980732
34593.0,32,48.98958
36168.0,33,48.998062
36324.0,34,49.006866
38338.0,35,49.015607
38524.0,36,49.02467
39156.0,37,49.03335
39891.0,38,49.041709
41504.0,39,49.050597
42309.0,40,49.059016
43832.0,41,49.068194
43863.0,42,49.076878
44165.0,43,49.087377
45116.0,44,49.096769
45956.0,45,49.106938
46618.0,46,49.116988
47799.0,47,49.125598
49667.0,48,49.134549
1215.0,1,49.143263
2949.0,2,49.152244
4044.0,3,49.160912
4934.0,4,49.170975
6024.0,5,49.181356
6703.0,6,49.191143
8601.0,7,49.201779
9309.0,8,49.211567
10462.0,9,49.220744
12231.0,10,49.229393
13811.0,11,49.238171
14207.0,12,49.246928
14598.0,13,49.25586
14958.0,14,49.2647
15182.0,15,49.273234
17431.0,16,49.281738
19503.0,17,49.29055
19724.0,18,49.299102
19951.0,19,49.308115
21839.0,20,49.31709
22852.0,21,49.325515
24014.0,22,49.334467
25017.0,23,49.343172
26506.0,24,49.352095
26555.0,25,49.360815
27494.0,26,49.369774
27510.0,27,49.378203
29571.0,28,49.387165
30376.0,29,49.396125
31352.0,30,49.40457
32320.0,31,49.413143
33187.0,32,49.421778
34572.0,33,49.430311
35671.0,34,49.439007
37801.0,35,49.44756
39057.0,36,49.456366
40229.0,37,49.464888
41224.0,38,49.473628
43345.0,39,49.4822
44792.0,40,49.491456
46768.0,41,49.501142
48307.0,42,49.510776
49241.0,43,49.520377
50616.0,44,49.529431
50658.0,45,49.538423
52355.0,46,49.547108
52937.0,47,49.556124
52955.0,48,49.564755
449.0,1,49.573293
2412.0,2,49.582379
3268.0,3,49.591445
4487.0,4,49.600374
4491.0,5,49.609048
5654.0,6,49.618228
6877.0,7,49.626913
8469.0,8,49.635642
8481.0,9,49.644265
8873.0,10,49.653083
9964.0,11,49.661576
11565.0,12,49.670561
13891.0,13,49.679076
14423.0,14,49.687789
16096.0,15,49.696369
16959.0,16,49.705095
17025.0,17,49.71358
18021.0,18,49.722254
18250.0,19,49.730843
18329.0,20,49.739854
20332.0,21,49.748667
21896.0,22,49.758078
22194.0,23,49.767932
22948.0,24,49.77653
24656.0,25,49.785316
25503.0,26,49.793834
26480.0,27,49.802581
28041.0,28,49.811065
29363.0,29,49.819869
29530.0,30,49.829379
31097.0,31,49.838113
31758.0,32,49.846546
33423.0,33,49.855357
35318.0,34,49.863809
37544.0,35,49.872358
37922.0,36,49.880994
40092.0,37,49.889701
40760.0,38,49.898298
41322.0,39,49.907287
43220.0,40,49.916506
45485.0,41,49.925142
45696.0,42,49.934131
46592.0,43,49.942693
47721.0,44,49.95167
48036.0,45,49.960285
48108.0,46,49.969002
50150.0,47,49.977534
51031.0,48,49.986438
174.0,1,49.994925
2159.0,2,50.00371
4048.0,3,50.012026
5005.0,4,50.020918
7250.0,5,50.029685
8415.0,6,50.038224
9906.0,7,50.046768
11634.0,8,50.05566
11677.0,9,50.064213
12274.0,10,50.072771
12495.0,11,50.081279
13781.0,12,50.090059
14492.0,13,50.099517
14769.0,14,50.108251
15401.0,15,50.117649
17013.0,16,50.126419
17295.0,17,50.135362
19033.0,18,50.143661
19525.0,19,50.152762
21678.0,20,50.161616
22282.0,21,50.170436
22351.0,22,50.178952
24156.0,23,50.18763
26079.0,24,50.196277
26166.0,25,50.205104
28323.0,26,50.213758
29999.0,27,50.222802
31457.0,28,50.231257
33625.0,29,50.240092
35711.0,30,50.248736
38010.0,31,50.257454
38246.0,32,50.26611
39275.0,33,50.274808
39508.0,34,50.283871
40529.0,35,50.292813
41750.0,36,50.301642
41855.0,37,50.310178
43939.0,38,50.31929
45974.0,39,50.327868
46012.0,40,50.336556
48117.0,41,50.34508
48528.0,42,50.353831
48782.0,43,50.362637
49359.0,44,50.371581
51403.0,45,50.380136
53357.0,46,50.389069
53884.0,47,50.397643
55432.0,48,50.406335
1271.0,1,50.415355
2356.0,2,50.424248
3220.0,3,50.433169
4406.0,4,50.442099
6499.0,5,50.45097
8311.0,6,50.459558
10592.0,7,50.468462
12831.0,8,50.476927
13691.0,9,50.485698
13704.0,10,50.494274
14644.0,11,50.503162
15690.0,12,50.511907
16449.0,13,50.520779
17520.0,14,50.529509
19404.0,15,50.538411
21500.0,16,50.547131
22066.0,17,50.556395
23390.0,18,50.564707
24127.0,19,50.575009
25235.0,20,50.584801
26346.0,21,50.594643
27190.0,22,50.60461
27760.0,23,50.614221
28781.0,24,50.624872
29851.0,25,50.635007
30890.0,26,50.645131
32821.0,27,50.653778
33888.0,28,50.662316
35969.0,29,50.671129
37682.0,30,50.679666
39255.0,31,50.688258
41292.0,32,50.696805
41445.0,33,50.705584
42631.0,34,50.714243
1328.0,1,50.724182
1796.0,2,50.734354
2768.0,3,50.744116
3795.0,4,50.754976
4270.0,5,50.76499
4726.0,6,50.775694
6214.0,7,50.78501
8243.0,8,50.793769
9891.0,9,50.802562
11295.0,10,50.811103
12520.0,11,50.820064
13645.0,12,50.828574
13800.0,13,50.837243
15305.0,14,50.845692
16837.0,15,50.854253
18352.0,16,50.862867
18647.0,17,50.872017
20878.0,18,50.88065
21290.0,19,50.889155
21490.0,20,50.898043
23208.0,21,50.906575
23335.0,22,50.915314
24303.0,23,50.924447
24548.0,24,50.933424
26829.0,25,50.941958
27343.0,26,50.950953
27903.0,27,50.959617
29412.0,28,50.968437
29714.0,29,50.976755
32023.0,30,50.985745
32791.0,31,50.994333
34370.0,32,51.003153
36296.0,33,51.011692
38501.0,34,51.02041
38853.0,35,51.028938
41064.0,36,51.037617
42498.0,37,51.046186
43741.0,38,51.054934
45816.0,39,51.063631
45868.0,40,51.072497
47302.0,41,51.080968
94.0,1,51.089637
2229.0,2,51.098153
4175.0,3,51.106878
4681.0,4,51.115308
5010.0,5,51.124243
5385.0,6,51.133294
6273.0,7,51.14166
7998.0,8,51.151217
9152.0,9,51.160644
11348.0,10,51.17013
13300.0,11,51.179559
14535.0,12,51.189201
16443.0,13,51.197778
18035.0,14,51.206396
19256.0,15,51.215076
19802.0,16,51.224143
20443.0,17,51.232991
21896.0,18,51.241729
23733.0,19,51.250689
24150.0,20,51.259392
25200.0,21,51.268303
26232.0,22,51.276889
27262.0,23,51.285927
27959.0,24,51.294485
29909.0,25,51.303448
31283.0,26,51.311924
32017.0,27,51.320771
33722.0,28,51.329371
35267.0,29,51.338068
37458.0,30,51.346636
38289.0,31,51.355507
40098.0,32,51.363994
41540.0,33,51.373188
42128.0,34,51.38185
43355.0,35,51.391176
44054.0,36,51.401504
45776.0,37,51.411051
45815.0,38,51.422931
47860.0,39,51.43255
48854.0,40,51.442708
49242.0,41,51.455062
51349.0,42,51.466747
51496.0,43,51.477576
51907.0,44,51.488911
54237.0,45,51.499229
55751.0,46,51.509326
57677.0,47,51.519764
57886.0,48,51.528285
1978.0,1,51.536935
3532.0,2,51.545354
4879.0,3,51.55412
7147.0,4,51.562601
9053.0,5,51.571395
10876.0,6,51.580127
13008.0,7,51.588792
15193.0,8,51.597627
16728.0,9,51.60753
18975.0,10,51.617833
19385.0,11,51.628453
20995.0,12,51.638412
22173.0,13,51.648855
23536.0,14,51.659677
25247.0,15,51.670401
27438.0,16,51.681201
28558.0,17,51.692187
30556.0,18,51.702048
32750.0,19,51.710804
33118.0,20,51.720321
33944.0,21,51.729092
34645.0,22,51.737948
35523.0,23,51.74669
37438.0,24,51.75574
39606.0,25,51.764234
41612.0,26,51.77311
42659.0,27,51.78175
43551.0,28,51.790954
44725.0,29,51.800073
45679.0,30,51.80855
46783.0,31,51.817734
48542.0,32,51.824554
49528.0,33,51.833514
50438.0,34,51.842052
51702.0,35,51.851023
52886.0,36,51.859681
54307.0,37,51.868481
54848.0,38,51.876791
56977.0,39,51.886115
59243.0,40,51.894931
59580.0,41,51.903873
60680.0,42,51.912383
62833.0,43,51.921215
65130.0,44,51.929749
67106.0,45,51.938571
67892.0,46,51.947061
69661.0,47,51.955955
71018.0,48,51.964601
